wrkstat,wrkslf,occ10,prestg10,indus10,marital,spwrksta,cowrksta,spocc10,sppres10,spind10,coocc10,coind10,pawrkslf,paocc10,papres10,paind10,maocc10,mapres10,maind10,sibs,childs,age,agekdbrn,degree,padeg,madeg,spdeg,major1,sex,race,reg16,mobile16,family16,incom16,born,parborn,granborn,maborn,paborn,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,region,size,partyid,vote16,vote20,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmslm,colmslm,libmslm,relig,jew,attend,postlife,relig16,jew16,sprel,happy,hapmar,hapcohab,health,life,helpful,fair,trust,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,confedvac,class,rank,satfin,finalter,finrela,premarsx,teensex,xmarsex,homosex,pornlaw,xmovie,reborn,marblk,marasian,marhisp,marwht,wordsum,sei10,partners,matesex,frndsex,acqntsex,pikupsex,paidsex,othersex,condom,idu30,evcrack,crack30,hivtest,sexornt,year,id,sampcode,sample,phase,sdastrata,sdaclusters,vpsu,vstrat,compwt,wtssnrps,wtssall,wtssnr,wtss,oversamp,formwt,wtssps
 6,.i,  .i,.i,  .i, 5,.i,.i,  .i,.i,  .i,  .i,  .i,.i,  .i,.i,  .i,5240,31,7860, 4,.i,18,.i, 0,.i, 1,.i,.i, 2, 1, 3, 1, 5, 2, 1,.i, 0, 1, 1,.i,.i,.i, 3, 0, 3,11,.i, 3, 590, 7, 3, 3, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 1, 1, 1, 2, 1, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 1,.i, 2,.i,.i, 3,.i,.i, 2,.i,.i,.i,.i, 2, 3, 2, 2, 1, 1, 2, 2, 2, 3, 1, 2, 1,.i, 2,.i, 2, 3, 2, 3, 3,.i,.i, 2,.i, 2, 2, 2, 2, 2, 7,  .i, 0,.i,.i,.i,.i,.i,.i,.d,.i, 2,.i, 2, 2,2022,1868, .i,10,.i,12,1.08500000000000000e+03,   2,2706,1.03770000000000007e+00,1.03771937388061297e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.11416142114393613e+00
 1, 2,4710,48,6990, 1, 1,.i,2200,74,6990,  .i,  .i, 2,5520,32,6290,4220,24,7070, 5, 0,60,29, 3, 1, 1, 3, 9, 1, 1, 3,.i, 1, 3, 1,.i, 2, 1, 2, 0, 0, 0, 2, 0, 2,12,12, 3,  20, 6, 1, 1, 6, 2, 3,.s, 1, 1, 1, 3, 3, 1, 3, 3, 1, 3, 3, 2, 3, 2, 2, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 6,.i, 2,.i, 1, 2, 1,.i, 2,.i,.i,.i,.i, 2, 3, 1, 3, 3, 3, 3, 1, 3, 1, 2, 3, 1,.i, 3, 3, 1, 2, 4, 2, 1,.i,.i, 2, 2, 2, 2, 2, 2, 2, 8,57.5,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1869, .i,10,.i,12,1.09800000000000000e+03,   2,2706,4.99699999999999978e-01,4.99694288009348453e-01,                     .y,                     .y,                     .y,1.0000,1.000,5.54901254191961568e-01
 1, 2,3255,64,8190, 3,.i, 1,  .i,39,  .i, 430,6170, 1, 430,39, 770,  .i,.i,  .i, 1,.i,61,23, 3, 1, 1,.i,36, 2, 1, 3, 2, 1, 3, 1,.i, 0, 1, 1,.i,.i,.i, 2, 1, 1,12,12, 3,  20, 6, 1, 1, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 2, 2, 2, 2, 2, 3, 6,.i, 5,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 4,.i, 0, 1, 1,.i,.i, 1,.i, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2, 3, 3, 3, 1, 2, 2, 2, 3, 2,.i, 3,.i, 1, 1, 2,.i,.i, 1, 3, 2,.i, 2,.i,.i,.i,.i,.i,84.2, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 1, 3,2022,1870, .i,10,.i,12,1.08700000000000000e+03,   2,2706,4.05399999999999983e-01,4.05418414774837199e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.44492209223375012e-01
 4, 1,7240,34,8880, 5,.i, 1,  .i,45,  .i,4850,4580, 2,1530,70,3990,  .i,.i,  .i, 5,.i,59,.i, 1,.i,.i,.i,.i, 1, 1, 3, 1, 4, 3, 1,.i,.i, 1, 1,.i,.i,.i, 2, 1, 2,12,12, 3,  20, 6, 1, 1, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 1, 2, 2, 3, 3, 2,.i,.i, 5,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 1,.i, 0,.i, 1,.i,.i, 2,.i, 2, 2, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 6, 2, 1, 3, 1, 1, 1, 1,.i,.i, 2, 3, 3, 3, 3, 7,27.4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1871, .i,10,.i,12,1.08400000000000000e+03,   2,2706,5.55899999999999950e-01,5.55956589229413933e-01,                     .y,                     .y,                     .y,1.0000,1.000,6.03958428911707146e-01
 1, 2,2300,53,8470, 1, 1,.i,9130,35,8660,  .i,  .i, 2,8965,35,2870,3255,64,8090, 4, 0,52,.i, 4, 1, 2, 1, 9, 2, 1, 3, 2, 1, 2, 1,.i, 0, 1, 1, 0, 0, 0, 2, 0, 2,12,12, 3,  20, 3, 1, 1, 4, 1, 3, 1, 3, 2, 2, 1, 2, 2, 3, 3, 1, 1, 1, 1, 1, 1, 2, 5,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 7, 1, 1,.i, 1, 2, 1,.i, 3,.i, 2, 1, 1, 2, 2, 2, 2, 3, 3, 3, 2, 3, 2, 2, 3, 2,.i, 2, 6, 2, 1, 2, 4, 1,.i,.i, 2, 2, 1, 3, 3, 3, 3, 8,41.1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1872, .i,10,.i,12,1.10300000000000000e+03,   2,2706,4.69200000000000006e-01,4.69179100947855254e-01,                     .y,                     .y,                     .y,1.0000,1.000,5.19338677290914763e-01
 1, 1,4600,35,8470, 4,.i,.i,  .i,.i,  .i,  .i,  .i, 2,7750,35,3570,4510,36,8980, 6,.i,44,16, 1, 1, 1,.i,.i, 2, 2, 3, 2, 1, 2, 1,.i, 0, 1, 1,.i,.i,.i, 2,.i, 1,12,12, 3,  20, 2, 1, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 2, 1, 2, 1,.d, 2, 5,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,11,.i, 8, 1,11,.i,.i, 3,.i,.i, 2,.i, 2, 1, 1, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 1,.i, 2,.i, 2, 1, 4, 1, 1,.i,.i, 1,.i, 1, 1, 2, 1, 1, 5,21.8, 3, 1,.i, 1, 2, 2,.i, 2,.i, 2,.i, 1, 3,2022,1873, .i,10,.i,12,1.10200000000000000e+03,   2,2706,3.87799999999999978e-01,3.87842693358182056e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.30400259915511119e-01
 6,.i,  .i,.i,  .i, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2,1760,42,7460,1965,43,7460, 1,.i,22,.i, 3, 4, 4,.i,59, 1, 1, 3, 1, 1, 4, 1,.i, 0, 1, 1,.i,.i,.i, 3, 0, 2,.i,.i, 3,  20, 7, 3,.n, 5,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 2, 1, 1, 2, 1, 1,.i,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 4,.i, 2,.i, 2,.i, 2,.i,.i, 2,.i,.i, 1, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 5, 2, 2, 4, 4, 3, 2, 4,.i,.i, 2, 3, 3, 3, 3, 6,  .i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1874, .i,10,.i,12,1.08000000000000000e+03,   2,2706,7.35099999999999976e-01,7.35157282445114246e-01,                     .y,                     .y,                     .y,1.0000,1.000,8.05588034556783072e-01
 1, 1,4820,58,6890, 1, 1,.i,4710,48,6990,  .i,  .i, 1, 430,39,1170,3255,64,8190, 2,.i,39,30, 3, 3, 3, 3,18, 1, 1, 3, 2, 1, 2, 1,.i, 0, 1, 1,.i,.i,.i, 2, 0, 2,12,12, 3,  20, 4, 2, 1, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 3, 2, 1, 3, 3, 3, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 0, 1, 1,.i, 4, 1, 1,.i, 2,.i, 2, 2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 1,.i, 3,.i, 3, 3, 4, 3, 1,.i,.i, 1,.i, 1, 3, 3, 3, 3, 8,71.0, 1, 1,.i,.i,.i,.i,.i, 1,.i, 2,.i, 2, 3,2022,1875, .i,10,.i,12,1.09900000000000000e+03,   2,2706,1.87860000000000005e+00,1.87868480818192163e+00,                     .y,                     .y,                     .y,1.0000,1.000,2.09110244929126621e+00
 1, 2,9130,35,4170, 1, 1,.i, 430,39,6970,  .i,  .i, 2,9130,35,6170,5700,47,5680, 5, 0,54,26, 1, 1, 1, 3,.i, 1, 1, 3, 2, 1, 3, 1,.i, 0, 1, 1, 0, 0, 0, 3, 0, 3,.i,12, 3,  20, 3,.n,.n, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 0,.i, 2,.i, 4, 1, 1,.i, 2,.i,.i,.i,.i, 2, 2, 3, 2, 1, 3, 1, 2, 2, 3, 2, 3, 2,.i, 3, 3, 1, 1, 4, 4, 3,.i,.i, 2, 2, 2, 3, 3, 3, 3, 9,32.0,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1876, .i,10,.i,12,1.10300000000000000e+03,   2,2706,9.65099999999999958e-01,9.65088917503517330e-01,                     .y,                     .y,                     .y,1.0000,1.000,1.05848527297385564e+00
 7, 2,2310,61,7860, 1, 1,.i,3258,72,9470,  .i,  .i, 2, 430,39,3990, 430,39,3990, 2, 2,36,33, 4, 1, 3, 3,36, 1, 1, 3, 2, 1, 3, 1,.i, 0, 1, 1, 2, 0, 0, 2, 0, 2,12,12, 3,  20, 3, 1, 1, 4, 2, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 2,.i, 1,.i, 2, 2, 1,.i, 2,.i,.i,.i,.i, 2, 2, 3, 2, 2, 3, 2, 1, 2, 3, 1, 2, 2,.i, 3, 3, 1, 1, 4, 4, 4,.i,.i, 2, 1, 2, 4, 3, 3, 1, 9,80.9,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1877, .i,10,.i,12,1.08400000000000000e+03,   2,2706,4.23399999999999999e-01,4.23373197221071640e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.71242821476803353e-01
 5, 2,3255,64,8190, 2,.i,.i,  .i,.i,  .i,  .i,  .i, 2,8600,60, 570,4760,31,5380, 1,.i,77,.i, 1, 1, 0,.i,.i, 2, 1, 3, 2, 1, 3, 1,.i, 2, 1, 1,.i,.i,.i, 1,.i, 0,12,.i, 3,  20, 6, 1, 1, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 2, 2, 2, 2, 1, 5,.i, 5,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 1,.i, 7, 1, 1,.i,.i, 2,.i,.i, 2, 1, 1, 1, 2, 2, 2, 1, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2,.i, 3,.i, 2, 2, 2,.i,.i, 1, 1, 1,.i, 1,.i,.i,.i,.i,.i,84.2, 0,.i,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,1878, .i,10,.i,12,1.08500000000000000e+03,   2,2706,2.22500000000000003e-01,2.22499467884525626e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.45696792376536549e-01
 1, 2,1107,48,6990, 1, 7,.i,  .i,.i,  .s,  .i,  .i, 2,4710,48,4090,  .i,.i,  .i, 1, 2,45,31, 3, 3, 3, 3,18, 1, 3, 0, 3, 1, 2, 2,.i, 4, 2, 2, 0, 1, 1, 2, 0, 1,12,12, 3,  20, 3, 1, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1,.i, 1, 4, 2, 2, 5, 2, 1, 5, 2, 2, 5, 2, 4,.i, 0,.i, 7,.i, 4, 2, 1,.i, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 4, 2, 3, 3, 4, 2, 3, 4,.i,.i, 1, 3, 3, 3, 3,10,70.5,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1879, .i,10,.i,12,1.07800000000000000e+03,   2,2706,6.38700000000000045e-01,6.38685032087110249e-01,                     .y,                     .y,                     .y,1.0000,1.000,6.88966862074237074e-01
 1, 1,2630,46,3990, 1, 1,.i,7700,50,2270,  .i,  .i, 2,1550,50, 770,4110,31,8680, 2,.i,34,.i, 1, 1, 1, 1,.i, 2, 1, 3, 1, 1, 3, 1,.i, 0, 1, 1,.i,.i,.i, 2, 0, 2,12,12, 3,  20, 6, 1, 1, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 2, 2, 3, 1, 1, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 0,.i, 1,.i, 2, 3, 3,.i, 2,.i,.i,.i,.i, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 1, 3, 1,.i, 2,.i, 2, 1, 2, 4, 3,.i,.i, 2,.i, 2, 3, 3, 3, 3, 4,61.4, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,1880, .i,10,.i,12,1.08300000000000000e+03,   2,2706,5.11800000000000033e-01,5.11834219978815508e-01,                     .y,                     .y,                     .y,1.0000,1.000,5.60863997608142539e-01
 1, 1, 735,57,7390, 1, 2,.i,2630,46,6470,  .i,  .i, 2,1550,50,7390,  .i,.i,  .i, 1,.i,74,20, 3, 1, 0, 3,28, 1, 1, 3, 2, 1, 2, 1,.i, 0, 1, 1,.i,.i,.i, 2, 0, 2,12,12, 3,  20, 6, 1, 1, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 2, 2, 2, 2, 2, 3,.i,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 4,.i, 2,.i, 7, 1, 1,.i, 2, 2, 2,.i, 3, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 3, 2, 1, 4, 4, 2, 2, 3,.i,.i, 2, 3, 3, 3, 3,10,75.6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1881, .i,10,.i,12,1.10400000000000000e+03,   2,2706,4.25999999999999990e-01,4.25979011954551789e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.82395425725217930e-01
 1, 2, 120,53,6970, 1, 1,.i, 120,53, 770,  .i,  .i, 1,  10,72, 770,5400,38, 770, 3,.i,38,31, 4, 3, 1, 4, 1, 1, 1, 3, 2, 1, 5, 1,.i, 0, 1, 1,.i,.i,.i, 2, 0, 2,12,12, 3,  20, 4,.n,.n, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 2, 2, 2, 2, 1, 2, 4,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 4,.i, 2,.i, 5,.i, 2,.i, 2, 1, 1,.i, 1, 1,.i,.i,.i, 1, 1, 2, 2, 3, 3, 3, 2, 3, 1, 2, 2, 1,.i, 4,.i, 1, 1, 5,.i,.i, 1, 1, 2,.i, 2,.i,.i,.i,.i,.i,69.3, 1, 1,.i,.i,.i,.i,.i, 1,.i, 2,.i, 2, 3,2022,1882, .i,10,.i,12,1.07700000000000000e+03,   2,2706,1.87860000000000005e+00,1.87868480818192163e+00,                     .y,                     .y,                     .y,1.0000,1.000,2.09110244929126621e+00
 5, 2,1550,50,3570, 1, 5,.i,2540,48,7860,  .i,  .i, 2,8030,40,3070,7750,35,3180, 3,.i,73,21, 1, 0, 0, 1,.i, 1, 1, 3, 2, 1, 2, 1,.i, 2, 1, 1,.i,.i,.i, 1,.i, 4,12,.i, 3,  20, 6, 1, 1, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 1, 2, 2, 3, 3, 3, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 0,.i, 2,.i, 1, 3, 3,.i, 3,.i,.i,.i,.i, 2, 3, 2, 2, 3, 3, 3, 2, 3, 2, 2, 3, 2,.i, 3,.i, 2, 2, 2, 4, 1,.i,.i, 2,.i, 2, 4, 3, 3, 4, 8,57.4, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,1883, .i,10,.i,12,1.09800000000000000e+03,   2,2706,2.74199999999999999e-01,2.74239425579041185e-01,                     .y,                     .y,                     .y,1.0000,1.000,3.06726316933413790e-01
 5, 2,  20,50,6970, 1, 1,.i, 430,39,6170,  .i,  .i, 1,4700,38,4890,  .i,.i,  .i, 4,.i,54,26, 3, 1, 1, 3,50, 1, 1, 3, 2, 1, 2, 1,.i, 2, 1, 2,.i,.i,.i, 3, 0, 3,12,12, 3,  20, 6, 1, 1, 5,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 2, 2, 2, 2, 2, 2, 4,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 4,.i, 4,.i, 0, 2, 2,.i, 1, 2, 2,.i, 1, 1, 1, 2, 1, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2,.i, 3,.i, 2, 1, 4,.i,.i, 1, 1, 2,.i, 2,.i,.i,.i,.i,.i,68.6, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,1884, .i,10,.i,12,1.10500000000000000e+03,   2,2706,7.49500000000000055e-01,7.49541432014024012e-01,                     .y,                     .y,                     .y,1.0000,1.000,8.32351881287943018e-01
 2, 2,2310,61,7860, 5,.i, 1,  .i,48,  .i,1107,1870, 2,6520,35, 770,5700,47,3960, 3,.i,25,.i, 3, 1, 1,.i,16, 2, 1, 3, 2, 1, 4, 1,.i,.i, 1, 1,.i,.i,.i, 2, 1, 1,12,12, 3,  40, 1, 2, 1, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 1, 1, 1, 1, 2, 2, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 2, 1, 2,.i,.i, 2,.i, 2, 3,.i, 1, 2, 2, 2, 2,.d, 1, 2, 1, 3, 1, 2, 2, 1, 2, 2,.i, 2,.i, 1, 3, 2, 4, 3,.i,.i, 3,.i, 2, 3, 3, 3, 3, 7,80.9, 1, 1,.i,.i,.i,.i,.i, 1,.i, 2,.i, 2, 3,2022,1885, .i,10,.i,12,1.08900000000000000e+03,   2,2706,4.60199999999999998e-01,4.60175272641118516e-01,                     .y,                     .y,                     .y,1.0000,1.000,5.02639609176753210e-01
 1, 2,2860,56,8180, 3,.i,.i,  .i,.i,  .i,  .i,  .i,.i,  .i,.i,  .i,4900,41,1180, 1, 0,55,.i, 3,.i, 1,.i,16, 2, 1, 3, 2, 5, 2, 1,.i, 0, 1, 1, 0, 0, 0, 1,.i, 1,12,12, 3,  40, 0, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 1, 3, 1, 4, 2, 1, 4, 2, 1, 5, 2, 1, 4, 2, 1,.i, 0, 1, 4,.i,.i, 2,.i,.i, 2, 2, 3, 3, 2, 2, 2, 2, 1, 1, 1, 2, 1, 1, 3, 1, 3, 2,.i, 3,.i, 3, 3, 3,.i,.i, 3, 4, 2, 2, 1,.i,.i,.i,.i,.i,54.6, 2, 1,.i,.i,.i,.i, 1, 2,.i, 2,.i, 1, 3,2022,1886, .i,10,.i,12,1.08100000000000000e+03,   2,2706,8.99499999999999966e-01,8.99505946283339131e-01,                     .y,                     .y,                     .y,1.0000,1.000,9.86199370088058358e-01
 5, 2,2310,61,7860, 1, 5,.i,1360,65,7290,  .i,  .i, 2,8130,38,3490,  .i,.i,  .i, 2,.i,81,24, 3, 1, 1, 3,16, 2, 1, 3, 2, 1, 3, 1,.i, 4, 1, 1,.i,.i,.i, 2, 0, 0,12,.i, 3,  40, 4, 1, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 3, 3, 2, 2, 2, 2, 7,.i, 5,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 2,.i, 7,.i, 2,.i, 2, 2, 2,.i, 2, 1,.i,.i,.i, 2, 2, 1, 3, 3, 3, 3, 2, 3, 1, 2, 3, 2,.i, 2,.i, 2, 2, 3,.i,.i, 1, 1, 1,.i, 2,.i,.i,.i,.i,.i,80.9, 0,.i,.i,.i,.i,.i,.i,.d,.i, 2,.i, 2, 3,2022,1887, .i,10,.i,12,1.09000000000000000e+03,   2,2706,4.00000000000000022e-01,3.99965448169688209e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.51479610894257088e-01
 1, 2, 120,53,6990, 1, 1,.i, 100,59,6990,  .i,  .i, 2, 850,63,6870, 800,60,6770, 1, 0,32,.i, 4, 4, 3, 3,29, 1, 1, 3, 1, 1, 4, 1,.i, 0, 1, 1, 0, 0, 0, 4, 0, 4,12,.i, 3,  40, 6, 1, 1, 6, 2, 2, 1, 1, 1, 1, 3, 2, 3, 3, 3, 2, 2, 3, 2, 2, 2, 3, 6, 1, 4, 2, 1, 4, 2, 1, 5, 2, 1, 4, 2, 1,.i, 7, 1, 2,.i, 1, 2, 2,.i, 2, 2, 1, 2, 1, 2, 2, 1, 3, 3, 3, 3, 2, 3, 2, 2, 3, 1,.i, 3,.i, 1, 1, 4,.i,.i, 1, 1, 2, 1, 2,.i,.i,.i,.i,.i,69.3, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,1888, .i,10,.i,12,1.07100000000000000e+03,   2,2706,3.75729999999999986e+00,3.75736961636384326e+00,                     .y,                     .y,                     .y,1.0000,1.000,4.18220489858253242e+00
 6, 2,9620,25,4770, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2,4000,50,8680,  .i,.i,  .i, 2, 2,19,.i, 1, 1, 3,.i,.i, 1, 1, 3, 1, 3, 4, 2,.i, 0, 1, 2, 0, 0, 2, 3, 4, 4,.i,.d, 3,  40, 3, 3, 3, 4, 1, 2, 2, 1, 1, 1, 2, 1, 3, 2, 2, 3, 2, 2, 2, 1, 1, 2, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 0,.i, 4,.i,.i, 2,.i,.i, 2,.i,.i,.i,.i, 2, 2, 2, 2, 3, 2, 3, 2, 2, 3, 1, 3, 1,.i, 3, 6, 2, 3, 4, 4, 4,.i,.i, 2, 2, 2, 3, 3, 3, 3, 5,23.3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1889, .i,10,.i,12,1.09400000000000000e+03,   2,2706,1.20350000000000001e+00,1.20348438700568439e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.30664374153273499e+00
 1, 1, 800,60,7280, 1, 7,.i, 230,59,7870,  .i,  .i, 2,9130,35,6380,5700,47,7970, 1, 4,42,28, 3, 1, 1, 4, 9, 1, 1, 3, 2, 1, 3, 1,.i, 0, 1, 1, 0, 3, 1, 2, 0, 2,12,12, 3,  40, 1, 1, 1, 4, 2, 1, 1, 2, 1, 1, 1, 1, 2, 3, 2, 3, 1, 1, 1, 1, 2, 2,.i, 2, 5, 1, 2, 5, 1, 2, 5, 2, 2, 5, 1, 2,.i, 7, 1, 2,.i, 2, 1, 1,.i, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 5, 1, 1, 3, 4, 1, 1, 4,.i,.i, 2, 3, 3, 3, 3, 6,76.3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1890, .i,10,.i,12,1.07800000000000000e+03,   2,2706,4.38000000000000000e-01,4.38013191585251538e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.81103059167147851e-01
 5, 2,3640,48,7980, 1, 5,.i,1430,63,2770,  .i,  .i, 1,3010,72,7980,  .i,.i,  .i, 1,.i,75,26, 3, 4, 2, 2,16, 2, 1, 3, 2, 1, 4, 1,.i, 1, 1, 1,.i,.i,.i, 2, 0, 0,.r,.i, 3,  40, 6, 1, 1, 5,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 2, 2, 2, 2, 1, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 5, 1, 1,.i, 1, 1, 1,.i, 1,.i, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1,.i, 4,.i, 1, 1, 4, 3, 1,.i,.i, 1,.i, 2, 3, 3, 3, 3, 4,28.6, 1, 1,.i,.i,.i,.i,.i,.d,.i, 2,.i, 2, 3,2022,1891, .i,10,.i,12,1.09200000000000000e+03,   2,2706,1.67559999999999998e+00,1.67565221164896228e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.89147040568467562e+00
 1, 2, 800,60,7280, 1, 2,.i,5700,47,8180,  .i,  .i, 2,2310,61,7860,2310,61,7860, 1,.i,43,28, 4, 3, 3, 3, 1, 1, 1, 3, 2, 1, 4, 1,.i, 0, 1, 1,.i,.i,.i, 2, 0, 2,12,12, 3,  40, 6, 1, 1, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 2, 2, 2, 2, 2, 2, 6,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 4,.i, 1,.i, 6,.i, 1,.i, 1, 2, 1,.i, 2, 2,.i,.i,.i, 2, 1, 2, 2, 3, 3, 3, 2, 2, 1, 3, 2, 1,.i, 3,.i, 1, 3, 4,.i,.i, 1, 1, 2,.i, 1,.i,.i,.i,.i,.i,76.3, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,1892, .i,10,.i,12,1.08500000000000000e+03,   2,2706,4.38000000000000000e-01,4.38013191585251538e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.81103059167147851e-01
